JUDUL,KATEGORI,tokens,stemmed
tuai kontroversi usai lepaskan lovebird ini respons saaih halilintar,Selebritas,"['tuai', 'kontroversi', 'lepaskan', 'lovebird', 'respons', 'saaih', 'halilintar']",tuai kontroversi lepas lovebird respons saaih halilintar
fuji jelaskan soal eks manajernya yang digaji rp  ribu,Selebritas,"['fuji', 'eks', 'manajernya', 'digaji', 'rp', 'ribu']",fuji eks manajer gaji rp ribu
blakblakan haldajirayut soal hubungan usai dijodohkan,Selebritas,"['blakblakan', 'haldajirayut', 'hubungan', 'dijodohkan']",blakblakan haldajirayut hubung jodoh
jadi ayah denny sumargo mau rem ngonten,Selebritas,"['ayah', 'denny', 'sumargo', 'rem', 'ngonten']",ayah denny sumargo rem ngonten
pengakuan raffi ahmad tak pernah dibayar untuk endorse soal politik,Selebritas,"['pengakuan', 'raffi', 'ahmad', 'dibayar', 'endorse', 'politik']",aku raffi ahmad bayar endorse politik
respons bilqis usai ayu ting ting dan fardhana putus,Selebritas,"['respons', 'bilqis', 'ayu', 'ting', 'ting', 'fardhana', 'putus']",respons bilqis ayu ting ting fardhana putus
klarifikasi ibu gen halilintar soal gelar haji thariq,Selebritas,"['klarifikasi', 'gen', 'halilintar', 'gelar', 'haji', 'thariq']",klarifikasi gen halilintar gelar haji thariq
ayu ting ting dan muhammad fardhana sudah putus,Selebritas,"['ayu', 'ting', 'ting', 'muhammad', 'fardhana', 'putus']",ayu ting ting muhammad fardhana putus
pengakuan anisa bahar merasa rumahnya dikirimi santet,Selebritas,"['pengakuan', 'anisa', 'bahar', 'rumahnya', 'dikirimi', 'santet']",aku anisa bahar rumah kirim santet
hubungan virgoun dan ibunda sedang tak baik,Selebritas,"['hubungan', 'virgoun', 'ibunda']",hubung virgoun ibunda
adul bantah idap glaukoma hingga buta,Selebritas,"['adul', 'bantah', 'idap', 'glaukoma', 'buta']",adul bantah idap glaukoma buta
azriel hermansyah mau jadi anggota dpr ikuti jejak anangkris dayandi,Selebritas,"['azriel', 'hermansyah', 'anggota', 'dpr', 'ikuti', 'jejak', 'anangkris', 'dayandi']",azriel hermansyah anggota dpr ikut jejak anangkris dayandi
anwar bab ungkap kondisi sarwendah usai digugat cerai ruben onsu,Selebritas,"['anwar', 'bab', 'kondisi', 'sarwendah', 'digugat', 'cerai', 'ruben', 'onsu']",anwar bab kondisi sarwendah gugat cerai ruben onsu
irish bella ungkap alasan belum pertemukan anak dengan ammar zoni,Selebritas,"['irish', 'bella', 'alasan', 'pertemukan', 'anak', 'ammar', 'zoni']",irish bella alas temu anak ammar zoni
terkuak pemeras ria ricis ternyata eks satpam rumah,Selebritas,"['terkuak', 'pemeras', 'ria', 'ricis', 'eks', 'satpam', 'rumah']",kuak peras ria ricis eks satpam rumah
ria ricis ungkap fotovideo yang diancam akan disebar pemeras,Selebritas,"['ria', 'ricis', 'fotovideo', 'diancam', 'disebar', 'pemeras']",ria ricis fotovideo ancam sebar peras
polisi ungkap sosok pemeras ria ricis rp  juta,Selebritas,"['polisi', 'sosok', 'pemeras', 'ria', 'ricis', 'rp', 'juta']",polisi sosok peras ria ricis rp juta
ria ricis diperas rp  juta fotovideo pribadi diancam disebar,Selebritas,"['ria', 'ricis', 'diperas', 'rp', 'juta', 'fotovideo', 'pribadi', 'diancam', 'disebar']",ria ricis peras rp juta fotovideo pribadi ancam sebar
selebgram chika bebas usai rehabilitasi,Selebritas,"['selebgram', 'chika', 'bebas', 'rehabilitasi']",selebgram chika bebas rehabilitasi
tukul muncul lagi di tv usai sakit begini penampilannya,Selebritas,"['tukul', 'muncul', 'tv', 'sakit', 'penampilannya']",tukul muncul tv sakit tampil
kata arie kriting usai perlihatkan wajah anak ke publik,Selebritas,"['arie', 'kriting', 'perlihatkan', 'wajah', 'anak', 'publik']",arie kriting lihat wajah anak publik
jennifer lopez umumkan batal konser usai pernikahan dikabarkan retak,Selebritas,"['jennifer', 'lopez', 'umumkan', 'batal', 'konser', 'pernikahan', 'dikabarkan', 'retak']",jennifer lopez umum batal konser nikah kabar retak
ini yang bikin thariq halilintar yakin nikahi aaliyah massaid,Selebritas,"['bikin', 'thariq', 'halilintar', 'nikahi', 'aaliyah', 'massaid']",bikin thariq halilintar nikah aaliyah massaid
olla ramlan lagi cari jodoh sempat dekat dengan berondong,Selebritas,"['olla', 'ramlan', 'cari', 'jodoh', 'berondong']",olla ramlan cari jodoh berondong
ruben onsu dropdilarikan ke rs begini kondisi terkininya,Selebritas,"['ruben', 'onsu', 'dropdilarikan', 'rs', 'kondisi', 'terkininya']",ruben onsu dropdilarikan rs kondisi kini
moana belum lancar bicara ria ricis sedih anaknya dibandingbandingkan,Selebritas,"['moana', 'lancar', 'bicara', 'ria', 'ricis', 'sedih', 'anaknya', 'dibandingbandingkan']",moana lancar bicara ria ricis sedih anak dibandingbandingkan
difitnah punya hubungan dengan betrand peto sarwendah somasi akun tiktok,Selebritas,"['difitnah', 'hubungan', 'betrand', 'peto', 'sarwendah', 'somasi', 'akun', 'tiktok']",fitnah hubung betrand peto sarwendah somasi akun tiktok
viral tak hafal lirik lagu san sanana dewi perssik minta maaf,Selebritas,"['viral', 'hafal', 'lirik', 'lagu', 'san', 'sanana', 'dewi', 'perssik', 'maaf']",viral hafal lirik lagu san sanana dewi perssik maaf
ini alasan irish bella belum jenguk ammar zoni,Selebritas,"['alasan', 'irish', 'bella', 'jenguk', 'ammar', 'zoni']",alas irish bella jenguk ammar zoni
bazaar baju bekas di rumah ayu ting ting diserbu warga,Selebritas,"['bazaar', 'baju', 'bekas', 'rumah', 'ayu', 'ting', 'ting', 'diserbu', 'warga']",bazaar baju bekas rumah ayu ting ting serbu warga
ria ricis tak akan halangi teuku ryan bertemu anak meski sudah resmi cerai,Selebritas,"['ria', 'ricis', 'halangi', 'teuku', 'ryan', 'bertemu', 'anak', 'resmi', 'cerai']",ria ricis halang teuku ryan temu anak resmi cerai
bintang reality tv harry jowsey kena kanker kulit di usia ,Selebritas,"['bintang', 'reality', 'tv', 'harry', 'jowsey', 'kena', 'kanker', 'kulit', 'usia']",bintang reality tv harry jowsey kena kanker kulit usia
cerita inul alami kejadian di luar nalar hingga muntah darah,Selebritas,"['cerita', 'inul', 'alami', 'kejadian', 'nalar', 'muntah', 'darah']",cerita inul alami jadi nalar muntah darah
kata clara shinta soal beli kain kafan dan tanah pemakaman,Selebritas,"['clara', 'shinta', 'beli', 'kain', 'kafan', 'tanah', 'pemakaman']",clara shinta beli kain kafan tanah makam
bukan cuma instagram konten youtube sandra dewi juga hilang,Selebritas,"['instagram', 'konten', 'youtube', 'sandra', 'dewi', 'hilang']",instagram konten youtube sandra dewi hilang
wika salim kenang jasa tukul yang kini berjuang lawan sakit,Selebritas,"['wika', 'salim', 'kenang', 'jasa', 'tukul', 'berjuang', 'lawan', 'sakit']",wika salim kenang jasa tukul juang lawan sakit
anang dan keluarga terjebak banjir di dubai ngeri,Selebritas,"['anang', 'keluarga', 'terjebak', 'banjir', 'dubai', 'ngeri']",anang keluarga jebak banjir dubai ngeri
bercanda soal kasus pelecehan seksual saiful jamil ivan gunawan minta maaf,Selebritas,"['bercanda', 'pelecehan', 'seksual', 'saiful', 'jamil', 'ivan', 'gunawan', 'maaf']",canda leceh seksual saiful jamil ivan gunawan maaf
pernikahan lettu fardana dan ayu ting ting digelar di jakarta secara meriah,Selebritas,"['pernikahan', 'lettu', 'fardana', 'ayu', 'ting', 'ting', 'digelar', 'jakarta', 'meriah']",nikah lettu fardana ayu ting ting gelar jakarta riah
tak mau terlalu lama pacaran thariq halilintar ajak aaliyah massaid serius,Selebritas,"['pacaran', 'thariq', 'halilintar', 'ajak', 'aaliyah', 'massaid', 'serius']",pacar thariq halilintar ajak aaliyah massaid serius
cerita irfan hakim hanya tidur  jam sehari selama ramadan,Selebritas,"['cerita', 'irfan', 'hakim', 'tidur', 'jam', 'sehari', 'ramadan']",cerita irfan hakim tidur jam hari ramadan
sosok stevie agnecya di mata sahabat,Selebritas,"['sosok', 'stevie', 'agnecya', 'mata', 'sahabat']",sosok stevie agnecya mata sahabat
lanjut kuliah oki setiana dewi dan keluarga bakal pindah ke mesir,Selebritas,"['kuliah', 'oki', 'setiana', 'dewi', 'keluarga', 'pindah', 'mesir']",kuliah oki setiana dewi keluarga pindah mesir
aldi taher beberkan kunci banyak job restu ibu,Selebritas,"['aldi', 'taher', 'beberkan', 'kunci', 'job', 'restu']",aldi taher kan kunci job restu
peran mayor teddy di balik dukungan raffi ahmad ke prabowo,Selebritas,"['peran', 'mayor', 'teddy', 'dukungan', 'raffi', 'ahmad', 'prabowo']",peran mayor teddy dukung raffi ahmad prabowo
krisna mukti niatkan taaruf untuk cari calon istri,Selebritas,"['krisna', 'mukti', 'niatkan', 'taaruf', 'cari', 'calon', 'istri']",krisna mukti niat taaruf cari calon istri
bentuk dukungan ke prabowogibran raffi ahmad dan sederet artis rilis lagu,Selebritas,"['bentuk', 'dukungan', 'prabowogibran', 'raffi', 'ahmad', 'sederet', 'artis', 'rilis', 'lagu']",bentuk dukung prabowogibran raffi ahmad deret artis rilis lagu
raffi ahmad tak mau lapor polisi usai dituding terlibat pencucian uang,Selebritas,"['raffi', 'ahmad', 'lapor', 'polisi', 'dituding', 'terlibat', 'pencucian', 'uang']",raffi ahmad lapor polisi tuding libat cuci uang
pernikahan di ujung tanduk ria ricis gugat cerai teuku ryan,Selebritas,"['pernikahan', 'ujung', 'tanduk', 'ria', 'ricis', 'gugat', 'cerai', 'teuku', 'ryan']",nikah ujung tanduk ria ricis gugat cerai teuku ryan
epy kusnandar preman pensiun jualan nasi uduk saat sepi job,Selebritas,"['epy', 'kusnandar', 'preman', 'pensiun', 'jualan', 'nasi', 'uduk', 'sepi', 'job']",epy kusnandar preman pensiun jual nasi uduk sepi job
negatif narkoba saipul jamil akhirnya dibebaskan polisi,Selebritas,"['negatif', 'narkoba', 'saipul', 'jamil', 'dibebaskan', 'polisi']",negatif narkoba saipul jamil bebas polisi
margot robbie lepas karakter wanita barbar harley quinn,Selebritas,"['margot', 'robbie', 'lepas', 'karakter', 'wanita', 'barbar', 'harley', 'quinn']",margot robbie lepas karakter wanita barbar harley quinn
cerita pilu di balik hijrahnya bopak castello,Selebritas,"['cerita', 'pilu', 'hijrahnya', 'bopak', 'castello']",cerita pilu hijrah bopak castello
dilaporkan virgoun karena cek ponselnya inara rusli penjara penuh dong,Selebritas,"['dilaporkan', 'virgoun', 'cek', 'ponselnya', 'inara', 'rusli', 'penjara', 'penuh']",lapor virgoun cek ponselnya inara rusli penjara penuh
bukan air kim kadarshian isi bathubnya dengan cokelat panas,Selebritas,"['air', 'kim', 'kadarshian', 'isi', 'bathubnya', 'cokelat', 'panas']",air kim kadarshian isi bathubnya cokelat panas
sehari sebelum adiba nikah umi pipik mimpi ketemu uje,Selebritas,"['sehari', 'adiba', 'nikah', 'umi', 'pipik', 'mimpi', 'ketemu', 'uje']",hari adiba nikah umi pipik mimpi ketemu uje
inara rusli ungkap kriteria calon suami baru,Selebritas,"['inara', 'rusli', 'kriteria', 'calon', 'suami']",inara rusli kriteria calon suami
luna maya hapus foto maxime bouttuer dari ig kenapa,Selebritas,"['luna', 'maya', 'hapus', 'foto', 'maxime', 'bouttuer', 'ig']",luna maya hapus foto maxime bouttuer ig
nikita mirzani  tertantang syuting film horor di pelosok desa,Selebritas,"['nikita', 'mirzani', 'tertantang', 'syuting', 'film', 'horor', 'pelosok', 'desa']",nikita mirzani tantang syuting film horor pelosok desa
jawaban inara rusli usai dicap serakah gegara minta nafkah rp  m,Selebritas,"['inara', 'rusli', 'dicap', 'serakah', 'gegara', 'nafkah', 'rp', 'm']",inara rusli cap serakah gegara nafkah rp m
ragam aksi aldi taher dukung palestina bikin lagu hingga baju,Selebritas,"['ragam', 'aksi', 'aldi', 'taher', 'dukung', 'palestina', 'bikin', 'lagu', 'baju']",ragam aksi aldi taher dukung palestina bikin lagu baju
rekening baim wong dibobol usai jadi korban phising via whatsapp,Selebritas,"['rekening', 'baim', 'dibobol', 'korban', 'phising', 'via', 'whatsapp']",rekening baim bobol korban phising via whatsapp
sentilan inara rusli untuk virgoun dan pacar baru,Selebritas,"['sentilan', 'inara', 'rusli', 'virgoun', 'pacar']",sentil inara rusli virgoun pacar
sederhananya duta sheila on  main voli turnamen rt dipuji netizen,Selebritas,"['sederhananya', 'duta', 'sheila', 'on', 'main', 'voli', 'turnamen', 'rt', 'dipuji', 'netizen']",sederhana duta sheila on main voli turnamen rt puji netizen
reaksi pacar usai terbongkar cinta monyet kiki cjrprilly latuconsina,Selebritas,"['reaksi', 'pacar', 'terbongkar', 'cinta', 'monyet', 'kiki', 'cjrprilly', 'latuconsina']",reaksi pacar bongkar cinta monyet kiki cjrprilly latuconsina
rizky febian dan mahalini sudah tentukan tanggal pernikahan,Selebritas,"['rizky', 'febian', 'mahalini', 'tentukan', 'tanggal', 'pernikahan']",rizky febian mahalini tentu tanggal nikah
rendy kjaernettlady nayoan lebih religius usai diterpa isu perselingkuhan,Selebritas,"['rendy', 'kjaernettlady', 'nayoan', 'religius', 'diterpa', 'isu', 'perselingkuhan']",rendy kjaernettlady nayoan religius terpa isu selingkuh
ternyata sarwenda suka bawa rice cooker traveling ke luar negeri,Selebritas,"['sarwenda', 'suka', 'bawa', 'rice', 'cooker', 'traveling', 'negeri']",sarwenda suka bawa rice cooker traveling negeri
ibunda virgoun kesal inara rusli tuntut nafkah rp  m,Selebritas,"['ibunda', 'virgoun', 'kesal', 'inara', 'rusli', 'tuntut', 'nafkah', 'rp', 'm']",ibunda virgoun kesal inara rusli tuntut nafkah rp m
baru putus nathalie holscher kini gandeng bule,Selebritas,"['putus', 'nathalie', 'holscher', 'gandeng', 'bule']",putus nathalie holscher gandeng bule
sedih pak tarno ditipu manajer hingga rugi ratusan juta,Selebritas,"['sedih', 'tarno', 'ditipu', 'manajer', 'rugi', 'ratusan', 'juta']",sedih tarno tipu manajer rugi ratus juta
melody eks jkt sempat tertekan belum dikarunia momongan,Selebritas,"['melody', 'eks', 'jkt', 'tertekan', 'dikarunia', 'momongan']",melody eks jkt tekan karunia momong
beri donasi ke palestina melly goeslaw jual koleksi pribadi,Selebritas,"['donasi', 'palestina', 'melly', 'goeslaw', 'jual', 'koleksi', 'pribadi']",donasi palestina melly goeslaw jual koleksi pribadi
randy suami hana hanifah ungkap alasan minta mahar kembali usai digugat cerai,Selebritas,"['randy', 'suami', 'hana', 'hanifah', 'alasan', 'mahar', 'digugat', 'cerai']",randy suami hana hanifah alas mahar gugat cerai
suami hana hanifah bantah selingkuh cuma chat nggak ada sayangsayangan,Selebritas,"['suami', 'hana', 'hanifah', 'bantah', 'selingkuh', 'chat', 'nggak', 'sayangsayangan']",suami hana hanifah bantah selingkuh chat nggak sayangsayangan
inara rusli tuntut nafkah rp  m virgoun tak sanggup,Selebritas,"['inara', 'rusli', 'tuntut', 'nafkah', 'rp', 'm', 'virgoun', 'sanggup']",inara rusli tuntut nafkah rp m virgoun sanggup
eks jkt haruka ingin punya suami mapan tapi tak mau tidur seranjang,Selebritas,"['eks', 'jkt', 'haruka', 'suami', 'mapan', 'tidur', 'seranjang']",eks jkt haruka suami mapan tidur ranjang
jefri nichol siap tanding tinju dengan el rumi sampai lepas job syuting,Selebritas,"['jefri', 'nichol', 'tanding', 'tinju', 'el', 'rumi', 'lepas', 'job', 'syuting']",jefri nichol tanding tinju el rumi lepas job syuting
gigi hadid tak mundur bela palestina meski dikecam israel,Selebritas,"['gigi', 'hadid', 'mundur', 'bela', 'palestina', 'dikecam', 'israel']",gigi hadid mundur bela palestina kecam israel
boy william jelaskan hubungan dengan ayu ting ting,Selebritas,"['boy', 'william', 'hubungan', 'ayu', 'ting', 'ting']",boy william hubung ayu ting ting
penyesalan hana hanifah buruburu nikahi randy,Selebritas,"['penyesalan', 'hana', 'hanifah', 'buruburu', 'nikahi', 'randy']",sesal hana hanifah buruburu nikah randy
inul dan adam suseno spill resep rumah tangga awet dan harmonis,Selebritas,"['inul', 'adam', 'suseno', 'spill', 'resep', 'rumah', 'tangga', 'awet', 'harmonis']",inul adam suseno spill resep rumah tangga awet harmonis
ini kriteria pasangan yang dicari natasha wilona,Selebritas,"['kriteria', 'pasangan', 'dicari', 'natasha', 'wilona']",kriteria pasang cari natasha wilona
setahun menikah catherine wilson digugat cerai suami anggota dprd sidrap,Selebritas,"['setahun', 'menikah', 'catherine', 'wilson', 'digugat', 'cerai', 'suami', 'anggota', 'dprd', 'sidrap']",tahun meni catherine wilson gugat cerai suami anggota dprd sidrap
tangis bedu ceritakan kebangkrutannya coba introspeksi diri,Selebritas,"['tangis', 'bedu', 'ceritakan', 'kebangkrutannya', 'coba', 'introspeksi']",tangis bedu cerita bangkrut coba introspeksi
adam suami inul kini punya instagram sendiri,Selebritas,"['adam', 'suami', 'inul', 'instagram']",adam suami inul instagram
bedu bangkrut saldo tinggal rp  ribupinjam ke raffi ahmad,Selebritas,"['bedu', 'bangkrut', 'saldo', 'tinggal', 'rp', 'ribupinjam', 'raffi', 'ahmad']",bedu bangkrut saldo tinggal rp ribupinjam raffi ahmad
gugatan cerai hana hanifah usai suami ketahuan selingkuh dengan mantan,Selebritas,"['gugatan', 'cerai', 'hana', 'hanifah', 'suami', 'ketahuan', 'selingkuh', 'mantan']",gugat cerai hana hanifah suami tahu selingkuh mantan
ada masalah dengan suami hana hanafiah hapus fotovideo pernikahan,Selebritas,"['suami', 'hana', 'hanafiah', 'hapus', 'fotovideo', 'pernikahan']",suami hana hanafiah hapus fotovideo nikah
fantastis rumah baru asisten raffi ahmad seharga rp  m,Selebritas,"['fantastis', 'rumah', 'asisten', 'raffi', 'ahmad', 'seharga', 'rp', 'm']",fantastis rumah asisten raffi ahmad harga rp m
baru menikah hana hanifah kini hapus foto suami di instagram,Selebritas,"['menikah', 'hana', 'hanifah', 'hapus', 'foto', 'suami', 'instagram']",meni hana hanifah hapus foto suami instagram
jessica mila ungkap gender calon anak pertama,Selebritas,"['jessica', 'mila', 'gender', 'calon', 'anak']",jessica mila gender calon anak
 potret safa marwah selebgram yang dihajar pacar gegara nagih utang rp  juta,Selebritas,"['potret', 'safa', 'marwah', 'selebgram', 'dihajar', 'pacar', 'gegara', 'nagih', 'utang', 'rp', 'juta']",potret safa marwah selebgram hajar pacar gegara nagih utang rp juta
tiktok shop resmi ditutup inara rusli berharap ada win solution,Selebritas,"['tiktok', 'shop', 'resmi', 'ditutup', 'inara', 'rusli', 'berharap', 'win', 'solution']",tiktok shop resmi tutup inara rusli harap win solution
kabar terkini soal asrama maxime bouttier dan luna maya,Selebritas,"['kabar', 'terkini', 'asrama', 'maxime', 'bouttier', 'luna', 'maya']",kabar kini asrama maxime bouttier luna maya
tiktok shop tutup lady nayoan ikut sedih,Selebritas,"['tiktok', 'shop', 'tutup', 'lady', 'nayoan', 'sedih']",tiktok shop tutup lady nayoan sedih
mata putri venna melinda dilempar batu di sekolah begini kronologinya,Selebritas,"['mata', 'putri', 'venna', 'melinda', 'dilempar', 'batu', 'sekolah', 'kronologinya']",mata putri venna melinda lempar batu sekolah kronologi
